id_vehiculo,id_asegurado,placa,chasis,motor,marca,modelo,ano,color,tipo
VEH-00189,ASG-00266,TPR-7345,ON15024UI3X3VJ612,BK039GJD3XUB,Nissan,X-Trail,2014,Azul,SUV
VEH-00190,ASG-00438,GFV-1950,YJTOJFN9QCBWMANB0,6AHIT9H8GL2E,Kia,Sorento,2025,Gris,Hatchback
VEH-00191,ASG-00327,XMD-8863,3T6R3G1Y89QAJVGS0,EL5MRTTPKOZ7,Volkswagen,Polo,2013,Plateado,Pick-up
VEH-00192,ASG-00436,DDG-1245,AP990W11DVITOXNN1,R7LS3R3QW5DA,Toyota,Corolla,2019,Azul,Hatchback
VEH-00193,ASG-00240,DVY-0331,ULCX1J44JFS671T9C,BMZ8Q34F6NE9,Hyundai,Creta,2010,Gris,Hatchback
VEH-00194,ASG-00485,TZI-0252,F7XEH67WVM1GWQX5S,I1E3X1UGV78Y,Ford,Explorer,2011,Blanco,Camioneta
VEH-00195,ASG-00399,WCH-2788,BPNFCABBWJ9ST9REL,EHBBKH3BPDXO,Volkswagen,T-Cross,2012,Negro,Camioneta
VEH-00196,ASG-00041,JSO-7027,CAKHYRDE4YLDC4P46,4V4DUOGLHJP4,Hyundai,Accent,2018,Rojo,Sedán
VEH-00197,ASG-00222,CKC-5237,MY9E0ZO4TPHPUBYPN,A95SU02D5T6T,Suzuki,Baleno,2023,Negro,Sedán
VEH-00198,ASG-00126,FMF-7411,Z4ZF399VJCMJT79QU,53IKDNZ6LR7T,Mazda,2,2016,Gris,Sedán
VEH-00199,ASG-00090,BBM-6945,FU883U5FZ4S52KHIB,1Y739RJWNNC4,Volkswagen,Tiguan,2014,Azul,Sedán
VEH-00200,ASG-00301,KYK-5994,IGHCM9D6JGIVZKCC9,8F1EO1BLBM2Q,Toyota,Hilux,2010,Azul,Sedán
VEH-00201,ASG-00054,INV-8204,M877HK29TE6QDZPO2,IKWOC8VMEHU6,Chevrolet,Aveo,2012,Plateado,Pick-up
VEH-00202,ASG-00375,FVX-0413,FPRJM1K3STMWC01Q4,00ADJ8D7PTGI,Chevrolet,Equinox,2021,Plateado,Camioneta
VEH-00203,ASG-00402,JDD-5085,37FWJN2CWI1396ZNH,FR5SMGC9PCL3,Hyundai,Santa Fe,2020,Gris,Sedán
VEH-00204,ASG-00424,IZX-8679,7GI4NOEGKOMLCIYQN,MNZ46UPFVJ7B,Chevrolet,Equinox,2012,Gris,Camioneta
VEH-00205,ASG-00091,FUU-9518,TLW53UJ1TYY535G2T,7746S1Q0OTA6,Ford,Explorer,2019,Azul,Camioneta
VEH-00206,ASG-00488,GEW-3987,BBZNPWQY1D43X6AQX,W4ER9W1CP9SW,Chevrolet,D-Max,2012,Gris,Sedán
VEH-00207,ASG-00198,RLS-7737,BJWO7KZYLHCFL870C,TSJLQR9UC4C0,Mazda,BT-50,2024,Negro,Sedán
VEH-00208,ASG-00479,WGT-3819,TGZSMSH7QX35ZATME,PKJQGG9PA9UL,Renault,Kwid,2021,Rojo,Hatchback
VEH-00209,ASG-00441,JUL-0895,8UUUV637ASTPH0M23,VHTDZF1V066G,Renault,Duster,2016,Plateado,Sedán
VEH-00210,ASG-00469,FZO-5057,TLNPO1NL6EJKGM3PG,KHO94JC9KREQ,Toyota,Yaris,2012,Azul,Hatchback
VEH-00211,ASG-00313,CSG-0098,CLW5YY2YVCXVOPYB3,9SAK60WIT808,Volkswagen,Tiguan,2024,Gris,Pick-up
VEH-00212,ASG-00482,RHI-1270,QRYHEENQ559GE5ONR,PNO95AUNKAMY,Toyota,Prado,2018,Negro,Pick-up
VEH-00213,ASG-00352,RCT-8947,UJGAOY0AD28XEY4BG,9R29YLI8NXQ6,Suzuki,Swift,2021,Blanco,Hatchback
VEH-00214,ASG-00377,WPT-1208,W03JK3YSATH0DSHKT,NSV6366NXR8A,Kia,Rio,2012,Gris,Hatchback
VEH-00215,ASG-00413,UIV-9579,I5NZ88JABV6U0OJ5L,1AELLSQMS47Z,Kia,Seltos,2024,Plateado,Camioneta
VEH-00216,ASG-00270,PUA-7529,HY2ZJU1VWD22NQ5JL,SO8O3M0NKKK5,Hyundai,Accent,2010,Plateado,SUV
VEH-00217,ASG-00006,BYL-5317,8Z3K2KJR66LKGHAE1,TGFRGRXBN0OF,Kia,Rio,2016,Rojo,Camioneta
VEH-00218,ASG-00004,KVG-7655,J2W6JKL5JM4N4SY3M,ZDZNWKHRJG65,Kia,Picanto,2013,Negro,SUV
VEH-00219,ASG-00073,FMQ-8433,XYUMN1HJ3M48JZ9YJ,Y54FU5RIBA2K,Toyota,Corolla,2019,Rojo,Sedán
VEH-00220,ASG-00385,YZC-4479,T0C2HZIABODD3Q6ID,MMAMS1VFE5TV,Toyota,Fortuner,2016,Azul,Camioneta
VEH-00221,ASG-00301,ZGO-7776,MCA0ROUA43VUVY7GB,VPYDDLIYC2SG,Suzuki,Baleno,2019,Gris,Hatchback
VEH-00222,ASG-00098,DEW-4595,RSIAIAFXB0VMNFDEV,CV8O0Z8QZXTF,Chevrolet,Aveo,2017,Negro,Sedán
VEH-00223,ASG-00326,NHU-6844,BGWLGLCRCCMVW32I9,MA2P44KJGNBO,Hyundai,Santa Fe,2019,Plateado,Sedán
VEH-00224,ASG-00205,YTV-4106,E56NB7FLWZXASHJJX,CP7SP2A4YZ46,Mazda,2,2017,Azul,SUV
VEH-00225,ASG-00276,ENE-0544,03YTZYEPH55KBFJZT,8UZZ8W0NPJYQ,Nissan,Kicks,2023,Azul,Sedán
VEH-00226,ASG-00258,HWU-9053,JI21F44IAB2X680FX,S6O1J0ELZO1T,Hyundai,Creta,2010,Rojo,Camioneta
VEH-00227,ASG-00069,VFO-8653,C9SNY2G0L15QC77A6,WRXL5L6W5OWU,Suzuki,Vitara,2012,Azul,Hatchback
VEH-00228,ASG-00197,TRY-9822,DY2LHI48FFKYHS9BQ,D0Y3QXFPOCVH,Nissan,Kicks,2020,Gris,SUV
VEH-00229,ASG-00215,NFT-0252,Y51OMJTKM2OLN1CV9,7DNM6UXQLYEA,Chevrolet,D-Max,2012,Rojo,Camioneta
VEH-00230,ASG-00078,OXD-8473,K5WHWZCCZHMV2NG9O,6MTY0WMMLP21,Ford,Ranger,2011,Plateado,Pick-up
VEH-00231,ASG-00362,BSA-3552,PYX110AUWSPG5HKME,8PR4QCNPZORX,Hyundai,Accent,2017,Azul,Hatchback
VEH-00232,ASG-00079,SGA-4190,ZWET0JU1HZ4C80JBH,L6XNKV9T91RX,Suzuki,Baleno,2011,Blanco,Sedán
VEH-00233,ASG-00147,UOD-8459,B8ITPQVMJK153YE3G,P2BQWJ8QBQUQ,Renault,Duster,2017,Rojo,Pick-up
VEH-00234,ASG-00290,UDW-9573,M1Z0KFLNE9JY6Q22G,BYEVBKE9ZTWZ,Chevrolet,Spark,2022,Rojo,Pick-up
VEH-00235,ASG-00319,MVT-1660,EEB1IKLABHI805MFL,8N65KV3DV5ZY,Renault,Stepway,2020,Plateado,SUV
VEH-00236,ASG-00410,NKH-7497,6L3OCCFS1I4FX0AUB,LO1OBAMDO1JO,Volkswagen,Tiguan,2021,Rojo,Hatchback
VEH-00237,ASG-00395,NDJ-7657,PV6E74MXAEZMA5TH2,D8LW93NRH9UT,Chevrolet,Sail,2018,Blanco,Hatchback
VEH-00238,ASG-00216,EZB-8821,X1PLHZ9Y00TKFD4GM,NL2129OOUAZS,Chevrolet,Equinox,2024,Rojo,SUV
VEH-00239,ASG-00074,IID-9720,OZVKPIEXYDL572GEM,E853VFZ8HOCW,Suzuki,Baleno,2021,Negro,Hatchback
VEH-00240,ASG-00165,UGT-1274,2GH3HRDTBIFURKZ6R,15OHQPKM9ZL0,Chevrolet,Spark,2018,Plateado,SUV
VEH-00241,ASG-00450,ZDR-2519,3PB92G2BLF5H99N7J,Y7QIU6WMPAZ3,Chevrolet,Tracker,2016,Blanco,Hatchback
VEH-00242,ASG-00396,CTD-6141,VRYGBLJAJX6RSCKEP,5G6E6ET0LWUH,Renault,Duster,2023,Gris,SUV
VEH-00243,ASG-00293,ZTG-1855,EKRJN3LYWMCKKJD7W,27US66NBON7M,Ford,Explorer,2025,Azul,SUV
VEH-00244,ASG-00224,ZXO-6227,GFT2V4WZNIXK1X0C3,1HZGIYYJSQL7,Suzuki,Vitara,2019,Azul,Sedán
VEH-00245,ASG-00386,GGS-2193,OU5KUZ6P74ORBWU73,79116F11D16G,Chevrolet,Cruze,2015,Azul,Camioneta
VEH-00246,ASG-00223,ZBS-1816,NGXHSXUTWANMFUUX1,75HFTSTXQZIM,Chevrolet,Tracker,2013,Gris,Sedán
VEH-00247,ASG-00098,STD-2699,P1ZCXZOIH2RBQXAB4,JO2WCMQMHJHL,Mazda,2,2022,Plateado,Pick-up
VEH-00248,ASG-00080,HFJ-3063,VG8YKQICDSSDY6GSN,BJFF9CMIL2WD,Mazda,CX-3,2021,Azul,Hatchback
VEH-00249,ASG-00316,SRL-0891,FA107AAUKSDVJ09KI,GCUD5XII9JTX,Volkswagen,Gol,2013,Negro,Pick-up
VEH-00250,ASG-00343,MIT-5627,XR6Z0FXN64CBA4VU1,YOML0H5UXG0U,Chevrolet,Spark,2023,Blanco,SUV
VEH-00251,ASG-00412,OQZ-5535,5N1023O64OB8TKL4S,PTNDRM0C9G4W,Toyota,Fortuner,2018,Plateado,Pick-up
VEH-00252,ASG-00461,HOI-2576,L12CXKCW0NXXA3DXC,KDFELNUYPYLG,Chevrolet,Tracker,2011,Plateado,Camioneta
VEH-00253,ASG-00351,TXQ-7385,8RFV93CVWGA3TA2I7,8G8RLLYHN14H,Chevrolet,Tracker,2019,Blanco,Hatchback
VEH-00254,ASG-00232,NRO-1444,IFCHGYCZOACSBIO7C,JXXXAD6PWMUT,Chevrolet,Aveo,2011,Rojo,Pick-up
VEH-00255,ASG-00388,XYW-0448,7DZHLF1E1Q4J7YXKJ,MGC9RP4F2KQY,Kia,Cerato,2019,Blanco,SUV
VEH-00256,ASG-00043,WVM-6067,BVKDZA32ROKWH3OZC,H1K0PM967C7J,Kia,Rio,2020,Rojo,Hatchback
VEH-00257,ASG-00308,IXS-7874,JVV0WV073MMH2LO1Y,GIYETJMDA978,Ford,Ranger,2014,Blanco,SUV
VEH-00258,ASG-00338,SYS-9559,DCEZSJQVYEBTQNOSQ,8U98SI0W7CPQ,Kia,Sportage,2014,Azul,Camioneta
VEH-00259,ASG-00165,HXN-0620,QVCK5GGH1I1L229RW,HTHAN17RFC6K,Mazda,CX-5,2012,Plateado,SUV
VEH-00260,ASG-00195,UCP-8258,WO3FF7591SBFS3OEI,3X1BSZWI4CQ9,Volkswagen,Gol,2018,Rojo,SUV
VEH-00261,ASG-00410,XHT-1143,DQ4RI5CRSXC1CXQND,Q2PY1570WM07,Kia,Sorento,2011,Azul,Pick-up
VEH-00262,ASG-00428,ROM-6928,MPBMK1JMZHTWQ5VPL,9S3H9JN4V015,Nissan,Kicks,2013,Azul,SUV
VEH-00263,ASG-00024,JJP-5148,NTW3VQ5CATUNDMBBD,PZXOO1W47C04,Mazda,CX-3,2024,Rojo,Sedán
VEH-00264,ASG-00093,YZJ-5345,LNOH8NTQ7RF71RL73,HWFEK30BCUQP,Toyota,Prado,2024,Blanco,Pick-up
VEH-00265,ASG-00042,MAL-6409,JTSX9SCNVKB5D5XJS,BG67M402TC9J,Mazda,2,2020,Gris,Sedán
VEH-00266,ASG-00494,DAY-6474,0SU60NJWPOVYCKVQO,RFNPM501XG0V,Mazda,CX-30,2013,Plateado,Camioneta
VEH-00267,ASG-00109,CBP-2526,EI9KT9MOUIGLVC69K,7630ORBIDVP8,Hyundai,Santa Fe,2021,Gris,Pick-up
VEH-00268,ASG-00429,AIS-8326,IU5BM0D5EJJEOG03S,HZZ1N9MAIDEA,Renault,Duster,2020,Azul,Pick-up
VEH-00269,ASG-00443,WON-5777,3HCIYYR1ISX85B93R,6Q30VBUERE40,Volkswagen,Gol,2019,Plateado,Camioneta
VEH-00270,ASG-00045,TZC-4931,43WJPG2SEYBV0B3UY,JG29D8B0SNIH,Suzuki,Swift,2023,Plateado,Camioneta
VEH-00271,ASG-00112,MVZ-1653,EC6MMG3Z3LXUDRQ3U,UBNAD0AWJ0QJ,Hyundai,Santa Fe,2012,Azul,Pick-up
VEH-00272,ASG-00243,FRD-8959,RRBUXNHHPGUNVUWRO,7NZ0INJ2GH7C,Volkswagen,Polo,2023,Plateado,Camioneta
VEH-00273,ASG-00202,GRZ-6218,3R73UG0LICW288BEP,43B5LU87VC67,Mazda,CX-3,2011,Rojo,Pick-up
VEH-00274,ASG-00056,SRB-5649,F6T3AW92WTR2INVNF,JMRS2R1BRPLF,Suzuki,Jimny,2022,Plateado,Hatchback
VEH-00275,ASG-00353,PDY-6236,2ZVUENNUZ71T5JIIZ,5TV7WQ3CFSGX,Nissan,March,2021,Gris,Sedán
VEH-00276,ASG-00375,ILC-4048,2Z4Y06RKL6YXJM8IW,KVE5U0N1FH8X,Renault,Stepway,2018,Rojo,SUV
VEH-00277,ASG-00458,AYK-8211,K3F6T70HTS9LP7R98,4BIGY9EUR56D,Toyota,Corolla,2024,Blanco,Camioneta
VEH-00278,ASG-00320,LEY-5476,6KCAZ6YJFTVOLXFC9,Q6E78LGCNOCA,Volkswagen,T-Cross,2025,Rojo,SUV
VEH-00279,ASG-00238,TNH-3475,K4IMAJNL7QPR4Y644,MNKXJI4SOK7A,Suzuki,Vitara,2013,Blanco,SUV
VEH-00280,ASG-00463,SOF-1607,8ITI43RGE6RPVIGCI,3JZHZY2XAU9X,Nissan,Sentra,2013,Azul,Camioneta
VEH-00281,ASG-00370,QRX-2096,LE55UZBO6GYL0AJAJ,A21HTT85FQUV,Hyundai,Grand i10,2023,Rojo,Hatchback
VEH-00282,ASG-00498,NLT-1933,M3GFQKZDUMP3QXGV1,UUAAKV4H9V8C,Renault,Stepway,2016,Negro,Hatchback
VEH-00283,ASG-00028,OEB-4767,UMQ7DYXUX9LEWUVTG,FGR6PLDDGFQ4,Suzuki,Baleno,2022,Rojo,Pick-up
VEH-00284,ASG-00168,FAI-2324,4IEWGJ3YB5ZVFHGOG,KU4QLV6LOIJM,Renault,Kwid,2012,Negro,Hatchback
VEH-00285,ASG-00295,YFL-1394,CGIINEOV51N7ZDUM4,HXUR2BC3QJIA,Chevrolet,Sail,2022,Blanco,Pick-up
VEH-00286,ASG-00237,RHE-4972,PWBFBCT0I348MOTLY,D59G4EQB8RNJ,Toyota,Yaris,2025,Blanco,Hatchback
VEH-00287,ASG-00319,YXZ-2189,OVE10877ODU0HFW5Q,9RTHEUFYN739,Chevrolet,Spark,2017,Rojo,Pick-up
VEH-00288,ASG-00460,ZDT-1113,CM1OVDVSP2XMBRR81,QFAPWHZGZXKJ,Mazda,CX-3,2014,Plateado,Pick-up
VEH-00289,ASG-00404,JDA-9622,3VR7HIELMWBMMOL0W,9RJMJMSVJI0Q,Mazda,CX-30,2016,Blanco,Hatchback
VEH-00290,ASG-00296,MNZ-6734,JY34SM1R7KU7MG42F,9FDQZCW7PRQB,Mazda,3,2013,Gris,Sedán
VEH-00291,ASG-00240,KMC-7929,1DXJKLN59BZ1Q1P84,42OKO707YOZE,Suzuki,S-Cross,2023,Azul,Pick-up
VEH-00292,ASG-00352,FEB-3016,3NGRPL36UVRV8UUH6,ETUP0O2D77D4,Nissan,Versa,2010,Blanco,Sedán
VEH-00293,ASG-00165,ETD-8102,ZRBS61M9EP6HDGJT4,836SHXWYUC7H,Hyundai,Elantra,2016,Rojo,Hatchback
VEH-00294,ASG-00202,HEW-4301,0BG7VWMAYZ7A6T7ZH,CP9R2GE2N0E7,Hyundai,Tucson,2022,Blanco,Pick-up
VEH-00295,ASG-00164,XJE-9092,YG3OP9EJINYUU5WJZ,PQNUE0QK3RHG,Renault,Duster,2024,Negro,SUV
VEH-00296,ASG-00311,BMR-2080,XLO92VS535HQ8LCSB,54MAUW96GLDB,Kia,Sportage,2024,Azul,Pick-up
VEH-00297,ASG-00339,EHE-2297,JO7M8FQ0T53MHCJ3O,L7UDQOMZE79X,Ford,Ranger,2017,Blanco,Camioneta
VEH-00298,ASG-00384,GUC-8651,WUUMETGXUG5UA19XH,FR7N0N7PFCZM,Chevrolet,Equinox,2012,Gris,Pick-up
VEH-00299,ASG-00332,HUE-4627,CKI7FEQCZZAATV8OU,VXVMGQMCKZ5X,Hyundai,Creta,2014,Gris,SUV
VEH-00300,ASG-00483,LJW-8080,PMI3A8KEM9ODNXXUD,0JX41B84GLSR,Hyundai,Grand i10,2023,Negro,Hatchback
VEH-00301,ASG-00353,BKQ-2091,4JIJE5RE51KULM3NY,1FSGCY9OBKWI,Suzuki,Vitara,2024,Rojo,Hatchback
VEH-00302,ASG-00323,VIM-8722,8OJJ5RDPJ00SXDPFM,OX2PU9T77VKM,Ford,Ranger,2014,Gris,Camioneta
VEH-00303,ASG-00426,EXX-0204,789WTNFCVRETHW9WD,KQQ99M1RTKPM,Nissan,Kicks,2017,Plateado,Hatchback
VEH-00304,ASG-00350,GCY-7948,YUION5RSX9IUR89A5,DKQL9IXKRFR5,Mazda,2,2018,Rojo,Pick-up
VEH-00305,ASG-00250,HGV-1916,D4FG41AKYB6KT49H0,NCY4ZR5QE2A5,Chevrolet,Spark,2013,Blanco,Pick-up
VEH-00306,ASG-00016,MLC-4534,H4KLV5MGT5SEHTJI6,T095MVU6UDBU,Kia,Picanto,2013,Blanco,Camioneta
VEH-00307,ASG-00364,ASV-0775,KMQ8G2C35ZUTBMVM7,Q7AEG9SXBIM4,Mazda,3,2010,Blanco,Pick-up
VEH-00308,ASG-00347,UOV-3362,QJ3EIRN6BH1AWBSKG,P5MSMBAUN76N,Toyota,RAV4,2025,Blanco,Camioneta
VEH-00309,ASG-00320,CES-0217,QU0YOCRRVAU6VY0XX,BD5TTNLXNPGG,Ford,Escape,2013,Negro,Sedán
VEH-00310,ASG-00186,BPN-9514,LS7VWJG8WF9Z7SG4M,YC8VMFB0BUAX,Toyota,Yaris,2018,Gris,Camioneta
VEH-00311,ASG-00011,CFE-8383,AJ6V6T2QONNKZLXI1,FCIW1PJZBRED,Mazda,BT-50,2018,Negro,Pick-up
VEH-00312,ASG-00013,WMH-1664,K4EQP23S3JHHWLUNK,U3E448F73UER,Kia,Seltos,2012,Rojo,SUV
VEH-00313,ASG-00202,GAO-3189,LGE7U2DSW1N97DZQD,AQ4EEG72JUZB,Toyota,Yaris,2011,Azul,Pick-up
VEH-00314,ASG-00431,BPE-5566,TGVZ2RENXSOZMIWGH,1GNQ9YOW83PD,Volkswagen,T-Cross,2013,Plateado,Camioneta
VEH-00315,ASG-00067,MAA-7061,JHPPVU5GCHNYE7MTE,QN9ZTWH4O0H3,Chevrolet,Spark,2011,Negro,Hatchback
VEH-00316,ASG-00140,XNG-3404,HRBU0WBENO8UE9Z35,7MCM48HKN1K2,Mazda,CX-5,2015,Blanco,Camioneta
VEH-00317,ASG-00375,FSY-1213,25FBITGBNVC4JRN6W,UEK5O0LXHSA5,Ford,Explorer,2014,Blanco,Hatchback
VEH-00318,ASG-00224,TFU-6234,8DZBD71O6ZXQ4G0LU,0SNI3EB2MEAC,Toyota,Hilux,2023,Azul,Sedán
VEH-00319,ASG-00037,DIG-6778,5P1MUNHWD953FS8EX,CHYUFW8QQEUW,Volkswagen,Gol,2019,Azul,Pick-up
VEH-00320,ASG-00439,SAC-0899,WGCL22FTRGFKAG639,27D1P2CZ00C6,Renault,Stepway,2023,Plateado,Camioneta
VEH-00321,ASG-00021,YOD-5389,X368BSQBPDJL5KRP4,HSLCPZCQ2CAJ,Suzuki,Baleno,2021,Gris,Pick-up
VEH-00322,ASG-00287,XMH-2378,YQL8A8HJWZY3M1BMN,1LU0TK2ALAKF,Toyota,Fortuner,2010,Negro,Pick-up
VEH-00323,ASG-00130,BZG-9422,LSIUXM0S8B8836Q2F,SGWY3ZJWOWFN,Nissan,Versa,2015,Plateado,SUV
VEH-00324,ASG-00396,HCK-5667,U211KJMGOUE4UV2XU,LU9UTK8PKGS4,Suzuki,Vitara,2013,Blanco,Hatchback
VEH-00325,ASG-00352,ZCL-1200,EYJ0SSCDIERIWPGFP,YGZF12KUTHPJ,Mazda,BT-50,2015,Negro,Pick-up
VEH-00326,ASG-00303,EHF-6004,BF04OYL9LCV9JLZWV,ZRR5Y4J4XKJX,Mazda,BT-50,2020,Azul,SUV
VEH-00327,ASG-00229,SMY-6105,OL94C3Y5CJBJ7MKT2,WO3W7N6CJ820,Hyundai,Grand i10,2021,Negro,Sedán
VEH-00328,ASG-00210,WLB-4396,DPG1ITI6RDGGOO23P,YQA6H5E4JBEZ,Ford,EcoSport,2012,Blanco,SUV
VEH-00329,ASG-00231,MCX-2029,X49DH6HJZGKC4FNZ7,54JAR8RO079Y,Renault,Koleos,2015,Blanco,SUV
VEH-00330,ASG-00147,PTE-8099,SZ27K3G6N80TGNZAO,RNFIJACYPRK5,Ford,Bronco,2015,Rojo,Sedán
VEH-00331,ASG-00441,ANG-9174,ZMB1NMX9TCMD0YC66,8RDHU9FASF8F,Mazda,BT-50,2017,Plateado,Camioneta
VEH-00332,ASG-00247,JDF-4724,RTQB3VL9PZHHIQ14T,X8LABYEJBXB0,Renault,Stepway,2019,Plateado,Hatchback
VEH-00333,ASG-00024,YQN-1376,UMHS3O894DL0F48C5,Z9BSN3XRLP9W,Mazda,BT-50,2018,Negro,Hatchback
VEH-00334,ASG-00180,MKB-6865,VLMRRVDWZEKIH0Q25,8RSJ0O4PNEWJ,Hyundai,Santa Fe,2016,Rojo,Sedán
VEH-00335,ASG-00432,MNF-8777,4M46QWK7QJLK5WCX7,JAIH9TXM4KCJ,Renault,Logan,2025,Gris,Pick-up
VEH-00336,ASG-00201,XXG-1569,E31GZ3GIBEBZ18MLH,VIFP0CEU2VUV,Ford,Explorer,2022,Azul,Pick-up
VEH-00337,ASG-00339,MBY-2067,LGAIQX5D794PW06XD,PZ61F1BTGJ7T,Mazda,BT-50,2010,Rojo,Hatchback
VEH-00338,ASG-00423,NDA-3979,03T5E7RQUPX0L1ZA9,5JM8O3GF2HVX,Renault,Stepway,2018,Negro,Camioneta
VEH-00339,ASG-00174,JON-4822,48U3MW7FN7O37ONMB,HI6G110NAX7D,Mazda,BT-50,2010,Gris,Hatchback
VEH-00340,ASG-00378,TNC-0172,TX6CI4TBGY9Y6PXFE,MT434BGH81PI,Ford,Ranger,2014,Plateado,Pick-up
VEH-00341,ASG-00342,NDS-6713,OP9NJUGC96A8YL7JX,034K6RVT972Z,Nissan,Frontier,2015,Rojo,Hatchback
VEH-00342,ASG-00033,IMD-9775,CQT6OZB68NMNSI333,AZCBAHIB2CWF,Chevrolet,D-Max,2024,Blanco,SUV
VEH-00343,ASG-00322,HNC-4913,VZ6VMC3P86GITKOXL,CU8FD1AKSQH4,Mazda,CX-3,2022,Gris,Pick-up
VEH-00344,ASG-00260,SDQ-0552,B4GOTN9L6774LP4N5,Y41EMAV4TX0Z,Volkswagen,Gol,2020,Blanco,Camioneta
VEH-00345,ASG-00016,RXQ-3453,X064EP51GQIZ9XH65,P7ACEAGI9CFV,Renault,Stepway,2022,Gris,Sedán
VEH-00346,ASG-00438,AVL-0625,UXERDPGG987DWL8RO,TGCYIFBEAHX8,Nissan,X-Trail,2020,Gris,Camioneta
VEH-00347,ASG-00474,UHA-0515,C9P5FY0W0144D60AG,1VPI01K22H8R,Nissan,March,2012,Azul,Pick-up
VEH-00348,ASG-00334,DBK-6896,JZUWWA8RAVKK56MFC,C6S5KIIH7C3I,Volkswagen,Amarok,2020,Rojo,Sedán
VEH-00349,ASG-00445,ODO-5970,J32L6Q3JFLCXTYW1J,C3OBNFYLD0A2,Toyota,Fortuner,2022,Blanco,Camioneta
VEH-00350,ASG-00325,DPF-2456,JQ180QP90H9Q3TU0R,F9J8W9VCF267,Suzuki,Jimny,2018,Negro,SUV
VEH-00351,ASG-00460,AXK-5663,MNZFPCSZ9XBOL8T8V,1FOR3GJGE0V2,Hyundai,Accent,2018,Azul,Sedán
VEH-00352,ASG-00062,TKK-3344,QGRAAXI42R45GN0XS,NAXMULD6LDBC,Mazda,2,2023,Negro,Camioneta
VEH-00353,ASG-00061,LNY-4278,VOZEM3VIA704MIZAZ,ICYXW3VR35Z0,Nissan,March,2022,Negro,Hatchback
VEH-00354,ASG-00218,SPM-0787,8EPCZHL56YVFOP1TZ,N14YDFPSQ80Y,Kia,Rio,2019,Plateado,Sedán
VEH-00355,ASG-00250,JGS-8840,KN97T74N3XLVNEN6V,HIB4F0D54UEB,Toyota,RAV4,2019,Plateado,Hatchback
VEH-00356,ASG-00454,KXR-2154,GNL2UKQC6YD7FGM1B,KTF6RCBVV1UH,Volkswagen,Gol,2018,Rojo,Pick-up
VEH-00357,ASG-00444,IZR-6390,XB4DVM42E0MJZ5UO0,VO7DLO4KYS4Q,Suzuki,Baleno,2021,Blanco,Camioneta
VEH-00358,ASG-00484,CAZ-6750,GT1MXGZDEMW2EJKCI,5CJUI8L7WQAM,Toyota,RAV4,2012,Gris,Sedán
VEH-00359,ASG-00147,ASA-8914,SVILMDMFD4IQUM0OR,QVJYDVUE65TG,Chevrolet,Tracker,2019,Plateado,Camioneta
VEH-00360,ASG-00186,MPJ-2270,1LJKV28EEBKKOXXN3,Z49TO7OS3MOR,Kia,Seltos,2020,Gris,Pick-up
VEH-00361,ASG-00106,YUG-5965,KITRVI3AEBCEJDROX,8IK4GJF0X6HD,Chevrolet,Cruze,2025,Azul,SUV
VEH-00362,ASG-00470,DIY-9082,CJ5RR55HYBK27J2J1,KCJAEFVIMCUB,Renault,Kwid,2015,Plateado,SUV
VEH-00363,ASG-00056,IDW-9537,Z5OIOZ7HQB5BW23ON,FMJQTE81619D,Toyota,Yaris,2013,Blanco,Sedán
VEH-00364,ASG-00429,TAG-9319,Z87RK50M2NWZLDZEA,A8C296QKPM7O,Mazda,CX-5,2012,Plateado,Camioneta
VEH-00365,ASG-00172,DEG-2671,K89D6439WYLANRK5F,GX4WLJRR4M11,Nissan,Versa,2021,Rojo,Camioneta
VEH-00366,ASG-00110,LFE-1502,TSG8VI18AR6AYH8U7,K1OJL2EB9RX6,Volkswagen,Tiguan,2021,Rojo,Hatchback
VEH-00367,ASG-00088,MHR-6833,58ABBF6P89KYWUK8E,TN6N0QEXPB02,Renault,Koleos,2016,Blanco,Sedán
VEH-00368,ASG-00435,ZED-7724,IERSPI67NS2AL1FSH,2FK470XIZRJL,Hyundai,Grand i10,2023,Negro,Camioneta
VEH-00369,ASG-00283,BDH-9939,1D0MU5EWL0SVR095N,7QWJLDVC03P6,Hyundai,Tucson,2015,Gris,Pick-up
VEH-00370,ASG-00258,REN-7823,A69SG1NBO4RUDNPRD,KAP8BAC74JYP,Suzuki,Swift,2011,Negro,Hatchback
VEH-00371,ASG-00038,RKG-5301,Z35A041XTWBMFZYXC,Y2I5Z0B8441W,Chevrolet,Spark,2024,Negro,SUV
VEH-00372,ASG-00014,JMS-8440,J14CQEZHC4SU4A3R2,65O6HZ43S3R8,Kia,Picanto,2017,Gris,SUV
VEH-00373,ASG-00340,MAU-4268,HSORS6ND142KYGKEG,REX65U3J1EIT,Ford,EcoSport,2020,Negro,Hatchback
VEH-00374,ASG-00295,OPA-5489,JQTPF3UKCTR7UMYDI,MOFU0DLMQT2Y,Chevrolet,Spark,2016,Negro,Camioneta
VEH-00375,ASG-00189,CZC-9066,S2BAX5UIWH3I1XWJ6,U2YXKTBPI6ZT,Toyota,Prado,2020,Rojo,Sedán
VEH-00376,ASG-00004,XTC-4989,BYJBIARP0TVZMRLO8,6JF43AIUJPYG,Mazda,CX-5,2025,Plateado,Hatchback
