id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL-00228,ASG-00438,Vehículos,2024-10-18,2025-10-18,1939.19,39154.82,889.9,Digital,Esmeraldas,Activa
POL-00229,ASG-00212,Salud,2023-10-16,2024-10-15,7632.56,120914.1,2109.69,Digital,Santo Domingo,Vencida
POL-00230,ASG-00303,Vehículos,2024-09-16,2025-09-16,6006.33,140087.14,5608.51,Directo,Ambato,Vencida
POL-00231,ASG-00367,Salud,2023-08-26,2024-08-25,740.41,19497.79,560.15,Directo,Cuenca,Cancelada
POL-00232,ASG-00062,Salud,2023-07-02,2024-07-01,4013.93,66569.37,2538.06,Broker,Cuenca,Activa
POL-00233,ASG-00451,Vida,2024-12-15,2025-12-15,3036.51,123295.98,3563.12,Broker,Ibarra,Vencida
POL-00234,ASG-00340,Vida,2024-12-16,2025-12-16,2713.52,50772.28,2149.88,Bancaseguros,Manta,Vencida
POL-00235,ASG-00156,Salud,2023-02-21,2024-02-21,7286.64,134481.27,4531.89,Broker,Cuenca,Vencida
POL-00236,ASG-00076,Generales,2024-05-21,2025-05-21,2063.58,51833.92,1509.17,Agente,Portoviejo,Activa
POL-00237,ASG-00077,Generales,2023-01-13,2024-01-13,3582.68,87626.26,2694.51,Bancaseguros,Santo Domingo,Activa
POL-00238,ASG-00337,Hogar,2024-06-17,2025-06-17,5176.9,128929.93,3241.91,Bancaseguros,Machala,Activa
POL-00239,ASG-00014,Salud,2023-10-03,2024-10-02,1963.26,77868.87,1590.47,Digital,Quito,Activa
POL-00240,ASG-00265,Vida,2023-08-27,2024-08-26,2443.55,119112.2,5338.5,Digital,Manta,Cancelada
POL-00241,ASG-00053,Vida,2024-12-22,2025-12-22,7074.97,93570.19,3123.13,Broker,Ibarra,Activa
POL-00242,ASG-00038,Vehículos,2023-01-07,2024-01-07,1446.47,41946.29,1109.17,Broker,Machala,Activa
POL-00243,ASG-00180,Vehículos,2024-06-15,2025-06-15,2741.58,131541.83,3491.97,Agente,Manta,Activa
POL-00244,ASG-00445,Salud,2024-04-14,2025-04-14,4772.8,61722.02,528.37,Agente,Riobamba,Cancelada
POL-00245,ASG-00149,Generales,2024-02-12,2025-02-11,2359.18,36156.95,1585.1,Bancaseguros,Machala,Activa
POL-00246,ASG-00436,Vehículos,2024-08-02,2025-08-02,2391.92,46796.47,1530.95,Agente,Ibarra,Activa
POL-00247,ASG-00316,Vida,2023-03-18,2024-03-17,3464.93,64121.86,2505.56,Directo,Guayaquil,Activa
POL-00248,ASG-00356,Vehículos,2024-04-28,2025-04-28,289.17,12815.31,341.54,Digital,Loja,Cancelada
POL-00249,ASG-00421,Vehículos,2023-01-17,2024-01-17,9959.81,133059.01,4092.83,Agente,Portoviejo,Activa
POL-00250,ASG-00351,Vehículos,2023-01-30,2024-01-30,5374.58,72196.73,1000.27,Broker,Ibarra,Activa
POL-00251,ASG-00001,Vida,2023-07-25,2024-07-24,4060.95,140730.0,1576.52,Broker,Manta,Cancelada
POL-00252,ASG-00198,Hogar,2024-05-17,2025-05-17,2973.55,77335.65,3861.17,Digital,Ambato,Cancelada
POL-00253,ASG-00096,Vida,2023-02-02,2024-02-02,8224.97,131121.81,4552.16,Directo,Guayaquil,Vencida
POL-00254,ASG-00132,Generales,2023-09-06,2024-09-05,999.73,40431.07,351.59,Bancaseguros,Guayaquil,Activa
POL-00255,ASG-00306,Salud,2023-10-04,2024-10-03,3786.39,135161.12,5296.52,Digital,Ambato,Cancelada
POL-00256,ASG-00084,Vida,2024-04-09,2025-04-09,1232.82,60647.01,887.79,Broker,Manta,Activa
POL-00257,ASG-00353,Salud,2023-01-26,2024-01-26,2230.4,78328.17,1384.69,Digital,Quito,Activa
POL-00258,ASG-00143,Vehículos,2024-02-04,2025-02-03,3824.89,116382.1,2915.69,Bancaseguros,Riobamba,Cancelada
POL-00259,ASG-00411,Vehículos,2024-04-15,2025-04-15,10945.6,149322.38,4777.8,Directo,Cuenca,Vencida
POL-00260,ASG-00263,Hogar,2024-07-13,2025-07-13,1000.64,15711.88,202.83,Digital,Ambato,Vencida
POL-00261,ASG-00274,Vehículos,2023-12-29,2024-12-28,1765.1,35297.29,695.16,Broker,Portoviejo,Activa
POL-00262,ASG-00259,Generales,2023-12-17,2024-12-16,6044.57,119402.57,3776.09,Directo,Santo Domingo,Activa
POL-00263,ASG-00385,Salud,2024-02-13,2025-02-12,2432.76,53292.66,2253.61,Bancaseguros,Ambato,Activa
POL-00264,ASG-00092,Hogar,2024-11-30,2025-11-30,2613.72,118696.03,858.19,Directo,Ibarra,Activa
POL-00265,ASG-00102,Vehículos,2024-11-26,2025-11-26,4984.45,82504.97,755.02,Broker,Guayaquil,Activa
POL-00266,ASG-00081,Hogar,2024-02-29,2025-02-28,6508.45,88303.01,2713.88,Bancaseguros,Santo Domingo,Activa
POL-00267,ASG-00359,Vehículos,2024-10-24,2025-10-24,4659.11,114270.53,4614.92,Bancaseguros,Ambato,Activa
POL-00268,ASG-00250,Vehículos,2023-06-09,2024-06-08,455.21,12193.06,166.29,Digital,Santo Domingo,Activa
POL-00269,ASG-00062,Vehículos,2023-07-23,2024-07-22,1817.73,47994.48,1567.17,Directo,Ibarra,Vencida
POL-00270,ASG-00267,Vida,2024-05-06,2025-05-06,1963.92,31187.66,820.33,Broker,Guayaquil,Activa
POL-00271,ASG-00188,Vida,2024-07-20,2025-07-20,5239.17,89203.36,883.6,Bancaseguros,Guayaquil,Activa
POL-00272,ASG-00413,Vida,2024-09-10,2025-09-10,2433.33,121305.29,4553.39,Agente,Ambato,Cancelada
POL-00273,ASG-00196,Generales,2024-03-14,2025-03-14,8930.81,119034.52,3125.16,Digital,Manta,Activa
POL-00274,ASG-00155,Hogar,2024-07-20,2025-07-20,541.63,8579.83,373.74,Digital,Loja,Activa
POL-00275,ASG-00252,Vehículos,2024-12-23,2025-12-23,448.64,8403.61,274.43,Agente,Guayaquil,Activa
POL-00276,ASG-00378,Salud,2024-12-21,2025-12-21,5706.88,102234.33,1206.58,Digital,Guayaquil,Activa
POL-00277,ASG-00034,Hogar,2024-09-26,2025-09-26,10997.97,147632.7,1009.49,Bancaseguros,Ibarra,Cancelada
POL-00278,ASG-00471,Generales,2023-06-19,2024-06-18,3647.06,105768.46,2034.94,Directo,Manta,Activa
POL-00279,ASG-00294,Vehículos,2024-06-20,2025-06-20,2802.57,91346.48,999.91,Broker,Manta,Activa
POL-00280,ASG-00435,Generales,2024-03-12,2025-03-12,3810.45,145784.0,1507.96,Bancaseguros,Riobamba,Cancelada
POL-00281,ASG-00238,Hogar,2024-10-08,2025-10-08,422.23,10700.79,470.87,Agente,Ibarra,Activa
POL-00282,ASG-00179,Salud,2024-07-18,2025-07-18,3797.38,53404.96,271.52,Bancaseguros,Ibarra,Activa
POL-00283,ASG-00251,Salud,2023-11-24,2024-11-23,8464.61,146920.07,1359.83,Agente,Loja,Activa
POL-00284,ASG-00139,Generales,2024-01-28,2025-01-27,4278.91,58481.19,2111.36,Directo,Riobamba,Activa
POL-00285,ASG-00476,Vida,2023-06-17,2024-06-16,5667.44,110907.09,1484.17,Directo,Quito,Activa
POL-00286,ASG-00274,Vehículos,2023-01-15,2024-01-15,4534.96,104251.97,4686.86,Agente,Manta,Activa
POL-00287,ASG-00184,Salud,2023-08-24,2024-08-23,2791.06,42328.88,930.26,Digital,Cuenca,Activa
POL-00288,ASG-00249,Generales,2023-04-07,2024-04-06,8106.43,109361.14,1300.17,Broker,Machala,Cancelada
POL-00289,ASG-00458,Hogar,2023-03-25,2024-03-24,3936.77,68089.5,2056.08,Digital,Loja,Vencida
POL-00290,ASG-00457,Vehículos,2024-07-23,2025-07-23,10581.02,144840.87,5967.83,Broker,Esmeraldas,Activa
POL-00291,ASG-00124,Vehículos,2023-02-26,2024-02-26,2890.49,108078.55,3195.29,Broker,Portoviejo,Activa
POL-00292,ASG-00216,Salud,2023-10-01,2024-09-30,1208.78,18477.58,188.77,Directo,Ibarra,Activa
POL-00293,ASG-00216,Vehículos,2023-09-20,2024-09-19,5609.5,120697.79,4053.91,Agente,Quito,Activa
POL-00294,ASG-00054,Salud,2024-12-28,2025-12-28,8188.6,111832.3,583.54,Bancaseguros,Esmeraldas,Cancelada
POL-00295,ASG-00361,Vida,2023-08-18,2024-08-17,1120.37,14030.31,206.46,Agente,Riobamba,Activa
POL-00296,ASG-00160,Vehículos,2023-05-09,2024-05-08,3338.14,80604.55,3074.1,Directo,Ambato,Activa
POL-00297,ASG-00292,Salud,2023-05-07,2024-05-06,6104.92,98327.78,1615.58,Broker,Ambato,Activa
POL-00298,ASG-00276,Hogar,2023-06-06,2024-06-05,8545.13,107605.59,5134.96,Digital,Cuenca,Activa
POL-00299,ASG-00126,Hogar,2024-09-25,2025-09-25,6741.49,120702.96,5936.18,Directo,Machala,Activa
POL-00300,ASG-00006,Salud,2023-08-16,2024-08-15,7297.72,119340.96,3444.48,Digital,Portoviejo,Activa
POL-00301,ASG-00408,Hogar,2024-01-07,2025-01-06,5504.05,102937.69,3884.23,Directo,Portoviejo,Activa
POL-00302,ASG-00098,Generales,2024-01-30,2025-01-29,4177.35,88554.97,1439.37,Directo,Esmeraldas,Activa
POL-00303,ASG-00016,Salud,2024-03-26,2025-03-26,2232.13,32063.32,461.12,Agente,Cuenca,Activa
POL-00304,ASG-00074,Salud,2023-10-03,2024-10-02,4493.23,62324.33,1103.24,Broker,Loja,Activa
POL-00305,ASG-00255,Salud,2024-10-16,2025-10-16,7047.37,91924.38,685.83,Bancaseguros,Manta,Activa
POL-00306,ASG-00348,Generales,2023-10-18,2024-10-17,8524.26,111698.73,5076.82,Bancaseguros,Cuenca,Activa
POL-00307,ASG-00334,Salud,2023-06-24,2024-06-23,1354.42,62485.87,2445.72,Agente,Ibarra,Activa
POL-00308,ASG-00114,Vida,2023-03-18,2024-03-17,8721.64,120809.65,3778.54,Digital,Cuenca,Activa
POL-00309,ASG-00316,Vida,2023-03-04,2024-03-03,7078.47,103275.01,3320.51,Bancaseguros,Riobamba,Activa
POL-00310,ASG-00219,Vida,2024-02-11,2025-02-10,9140.43,143668.92,4068.74,Bancaseguros,Ibarra,Cancelada
POL-00311,ASG-00341,Vehículos,2023-04-22,2024-04-21,2742.55,73140.52,2212.59,Directo,Santo Domingo,Activa
POL-00312,ASG-00470,Salud,2023-06-13,2024-06-12,4795.0,74202.32,3503.11,Agente,Ambato,Cancelada
POL-00313,ASG-00209,Hogar,2024-04-27,2025-04-27,2419.43,91542.24,1385.93,Digital,Riobamba,Activa
POL-00314,ASG-00323,Hogar,2023-11-11,2024-11-10,4211.59,67448.3,2350.81,Bancaseguros,Ibarra,Activa
POL-00315,ASG-00305,Vehículos,2023-03-14,2024-03-13,2399.99,52186.96,297.68,Agente,Guayaquil,Activa
POL-00316,ASG-00387,Generales,2024-08-06,2025-08-06,990.09,38086.11,1867.92,Directo,Cuenca,Vencida
POL-00317,ASG-00025,Vida,2024-06-15,2025-06-15,1216.41,15848.38,671.2,Agente,Loja,Activa
POL-00318,ASG-00438,Vida,2023-12-30,2024-12-29,4436.48,58988.58,2660.29,Broker,Manta,Activa
POL-00319,ASG-00142,Vida,2024-04-02,2025-04-02,1814.9,37261.17,467.9,Bancaseguros,Ambato,Activa
POL-00320,ASG-00198,Vehículos,2024-09-23,2025-09-23,3720.85,136724.27,2429.53,Agente,Riobamba,Vencida
POL-00321,ASG-00055,Salud,2023-07-07,2024-07-06,1057.28,41873.15,1165.21,Bancaseguros,Quito,Activa
POL-00322,ASG-00264,Vehículos,2024-10-15,2025-10-15,841.96,24950.9,1107.48,Directo,Cuenca,Vencida
POL-00323,ASG-00435,Salud,2023-10-17,2024-10-16,4035.28,64936.85,1460.82,Agente,Portoviejo,Cancelada
POL-00324,ASG-00143,Generales,2023-11-25,2024-11-24,6800.39,119293.98,2323.37,Broker,Riobamba,Cancelada
POL-00325,ASG-00158,Vida,2023-07-26,2024-07-25,4430.29,130345.58,1014.15,Digital,Cuenca,Activa
POL-00326,ASG-00131,Vida,2024-03-11,2025-03-11,4088.71,52772.98,358.13,Digital,Machala,Activa
POL-00327,ASG-00053,Salud,2024-02-10,2025-02-09,2316.73,94369.44,2959.42,Digital,Loja,Activa
POL-00328,ASG-00339,Hogar,2024-06-28,2025-06-28,7375.65,142007.62,6741.46,Bancaseguros,Machala,Activa
POL-00329,ASG-00025,Vehículos,2023-04-09,2024-04-08,6338.31,93284.6,1782.19,Directo,Loja,Activa
POL-00330,ASG-00237,Hogar,2024-06-15,2025-06-15,1107.5,25721.45,1036.86,Digital,Riobamba,Activa
POL-00331,ASG-00288,Hogar,2024-01-10,2025-01-09,2980.46,42753.69,1748.13,Agente,Machala,Activa
POL-00332,ASG-00159,Generales,2023-11-02,2024-11-01,10174.99,128062.22,3304.69,Digital,Portoviejo,Activa
POL-00333,ASG-00408,Vehículos,2023-08-18,2024-08-17,2691.8,130099.08,3274.53,Bancaseguros,Santo Domingo,Vencida
POL-00334,ASG-00424,Salud,2023-08-12,2024-08-11,3671.96,61904.57,1948.65,Directo,Machala,Activa
POL-00335,ASG-00287,Salud,2024-08-21,2025-08-21,253.26,11228.76,101.33,Digital,Machala,Cancelada
POL-00336,ASG-00454,Generales,2023-08-18,2024-08-17,1392.11,26223.36,1044.9,Digital,Santo Domingo,Activa
POL-00337,ASG-00245,Vehículos,2024-11-03,2025-11-03,9246.27,145963.8,1146.91,Agente,Riobamba,Activa
POL-00338,ASG-00184,Salud,2024-05-13,2025-05-13,6118.47,101348.62,4300.49,Directo,Manta,Activa
POL-00339,ASG-00330,Vida,2023-11-19,2024-11-18,2597.03,37956.65,1502.4,Bancaseguros,Quito,Activa
POL-00340,ASG-00104,Salud,2024-08-14,2025-08-14,1351.73,42141.16,905.95,Directo,Santo Domingo,Activa
POL-00341,ASG-00464,Hogar,2023-07-13,2024-07-12,8581.2,112952.92,5475.92,Broker,Portoviejo,Vencida
POL-00342,ASG-00421,Hogar,2023-08-07,2024-08-06,3952.88,84652.61,1343.38,Digital,Ambato,Activa
POL-00343,ASG-00180,Vehículos,2023-11-11,2024-11-10,8399.88,144317.19,1358.32,Digital,Guayaquil,Vencida
POL-00344,ASG-00099,Generales,2023-10-05,2024-10-04,5863.11,110607.81,2363.13,Digital,Ambato,Activa
POL-00345,ASG-00159,Vida,2023-06-01,2024-05-31,1803.81,50972.53,2350.66,Directo,Guayaquil,Vencida
POL-00346,ASG-00392,Generales,2023-07-24,2024-07-23,685.29,11265.08,508.79,Digital,Quito,Activa
POL-00347,ASG-00082,Vehículos,2023-11-26,2024-11-25,5218.63,112810.41,2054.19,Broker,Portoviejo,Vencida
POL-00348,ASG-00058,Salud,2023-03-08,2024-03-07,4365.98,94970.89,551.52,Agente,Machala,Activa
POL-00349,ASG-00056,Salud,2023-11-23,2024-11-22,1523.72,21013.72,488.41,Agente,Guayaquil,Vencida
POL-00350,ASG-00004,Hogar,2024-10-20,2025-10-20,1317.2,29160.65,441.75,Digital,Manta,Activa
POL-00351,ASG-00277,Generales,2024-12-25,2025-12-25,650.57,11629.07,362.98,Directo,Esmeraldas,Activa
POL-00352,ASG-00118,Vida,2023-12-02,2024-12-01,3660.75,78478.07,1494.24,Bancaseguros,Manta,Activa
POL-00353,ASG-00233,Vehículos,2023-02-05,2024-02-05,3300.2,71628.05,2412.99,Agente,Loja,Activa
POL-00354,ASG-00351,Hogar,2024-01-01,2024-12-31,3855.38,118724.64,4371.77,Agente,Loja,Activa
POL-00355,ASG-00373,Generales,2024-12-18,2025-12-18,6555.76,99043.26,3847.42,Directo,Quito,Cancelada
POL-00356,ASG-00198,Vehículos,2024-03-27,2025-03-27,4922.25,66807.56,2627.64,Broker,Cuenca,Cancelada
POL-00357,ASG-00500,Salud,2024-07-16,2025-07-16,944.26,18184.76,661.67,Digital,Manta,Activa
POL-00358,ASG-00235,Generales,2024-12-19,2025-12-19,5550.4,124993.75,4795.93,Directo,Loja,Activa
POL-00359,ASG-00068,Salud,2023-01-08,2024-01-08,4242.74,117938.68,965.82,Bancaseguros,Portoviejo,Vencida
POL-00360,ASG-00171,Salud,2024-03-07,2025-03-07,6538.24,130031.05,2392.62,Directo,Loja,Vencida
POL-00361,ASG-00133,Vida,2024-03-30,2025-03-30,890.89,16152.46,327.97,Bancaseguros,Cuenca,Activa
POL-00362,ASG-00385,Salud,2024-10-05,2025-10-05,3574.5,99103.3,660.73,Directo,Cuenca,Activa
POL-00363,ASG-00304,Vida,2023-05-18,2024-05-17,6670.37,130198.41,3353.02,Digital,Cuenca,Cancelada
POL-00364,ASG-00215,Hogar,2023-03-14,2024-03-13,6786.14,119202.33,3083.31,Directo,Ambato,Activa
POL-00365,ASG-00321,Vida,2024-05-20,2025-05-20,2089.8,26271.87,1141.93,Directo,Cuenca,Vencida
POL-00366,ASG-00325,Generales,2024-09-10,2025-09-10,603.31,20189.08,983.66,Directo,Quito,Activa
POL-00367,ASG-00269,Salud,2023-12-05,2024-12-04,3708.88,60665.39,1241.24,Directo,Loja,Cancelada
POL-00368,ASG-00370,Vehículos,2024-12-05,2025-12-05,3674.46,145358.58,2470.47,Digital,Riobamba,Cancelada
POL-00369,ASG-00106,Generales,2024-06-02,2025-06-02,1864.1,60171.32,348.14,Bancaseguros,Portoviejo,Cancelada
POL-00370,ASG-00113,Salud,2023-10-26,2024-10-25,4787.21,132109.73,5105.86,Broker,Ibarra,Activa
POL-00371,ASG-00196,Vida,2024-09-12,2025-09-12,352.95,11429.4,88.08,Agente,Esmeraldas,Activa
POL-00372,ASG-00245,Hogar,2023-04-28,2024-04-27,4461.32,120663.44,4342.76,Bancaseguros,Machala,Activa
POL-00373,ASG-00114,Salud,2024-08-21,2025-08-21,3452.81,90128.69,669.04,Agente,Quito,Vencida
POL-00374,ASG-00128,Generales,2024-04-06,2025-04-06,2395.92,52422.29,1133.86,Agente,Cuenca,Cancelada
POL-00375,ASG-00278,Vehículos,2023-12-08,2024-12-07,10538.95,143520.93,6535.17,Digital,Ibarra,Vencida
POL-00376,ASG-00151,Salud,2023-06-30,2024-06-29,5824.3,90073.2,4040.87,Agente,Machala,Activa
POL-00377,ASG-00011,Salud,2024-10-14,2025-10-14,3533.68,119687.72,1877.46,Directo,Quito,Activa
POL-00378,ASG-00354,Vida,2024-01-16,2025-01-15,3179.9,125140.64,2994.82,Broker,Esmeraldas,Activa
POL-00379,ASG-00010,Salud,2024-03-29,2025-03-29,672.38,21189.85,121.65,Broker,Esmeraldas,Activa
POL-00380,ASG-00122,Salud,2023-01-31,2024-01-31,7415.28,149215.95,5504.66,Directo,Guayaquil,Cancelada
POL-00381,ASG-00071,Salud,2024-12-29,2025-12-29,6539.96,135395.78,5735.24,Broker,Quito,Activa
POL-00382,ASG-00381,Generales,2024-08-27,2025-08-27,6119.47,111708.16,3206.66,Agente,Riobamba,Activa
POL-00383,ASG-00258,Salud,2024-08-28,2025-08-28,4311.14,98163.39,2037.84,Directo,Esmeraldas,Activa
POL-00384,ASG-00292,Salud,2024-12-30,2025-12-30,2292.66,45579.67,1379.41,Broker,Quito,Activa
POL-00385,ASG-00248,Vida,2023-05-22,2024-05-21,6185.15,110013.16,966.7,Bancaseguros,Portoviejo,Cancelada
POL-00386,ASG-00386,Vida,2024-05-20,2025-05-20,3355.1,42085.68,1557.77,Digital,Santo Domingo,Vencida
POL-00387,ASG-00008,Vehículos,2024-03-05,2025-03-05,3972.09,125331.4,5180.87,Directo,Ambato,Activa
POL-00388,ASG-00167,Salud,2024-08-13,2025-08-13,2857.75,63924.13,1752.84,Digital,Esmeraldas,Activa
POL-00389,ASG-00071,Hogar,2024-03-18,2025-03-18,2131.6,36666.02,525.84,Digital,Manta,Activa
POL-00390,ASG-00103,Generales,2023-03-09,2024-03-08,4165.47,86524.13,3338.58,Directo,Riobamba,Activa
POL-00391,ASG-00282,Hogar,2024-12-30,2025-12-30,6412.87,125430.86,1550.75,Broker,Manta,Cancelada
POL-00392,ASG-00015,Vehículos,2023-11-01,2024-10-31,703.92,33150.3,1566.74,Bancaseguros,Guayaquil,Activa
POL-00393,ASG-00435,Hogar,2023-05-12,2024-05-11,2686.62,61646.84,870.13,Broker,Machala,Activa
POL-00394,ASG-00142,Vida,2024-04-24,2025-04-24,6166.62,80338.36,437.43,Agente,Esmeraldas,Activa
POL-00395,ASG-00213,Hogar,2024-03-03,2025-03-03,4159.5,58627.33,716.9,Directo,Santo Domingo,Cancelada
POL-00396,ASG-00051,Vida,2023-12-23,2024-12-22,3137.48,50099.13,1373.08,Bancaseguros,Loja,Activa
POL-00397,ASG-00057,Hogar,2023-03-14,2024-03-13,630.27,24224.73,611.61,Directo,Manta,Vencida
POL-00398,ASG-00229,Hogar,2024-10-05,2025-10-05,3246.91,79245.61,745.69,Digital,Ambato,Activa
POL-00399,ASG-00042,Vida,2024-10-14,2025-10-14,7214.4,91599.61,784.84,Directo,Machala,Activa
POL-00400,ASG-00014,Vehículos,2024-11-04,2025-11-04,6287.22,120815.48,4736.78,Agente,Guayaquil,Activa
POL-00401,ASG-00019,Vida,2024-10-28,2025-10-28,1898.15,59773.41,2690.41,Bancaseguros,Riobamba,Activa
POL-00402,ASG-00210,Vida,2024-03-23,2025-03-23,1407.21,47977.4,643.92,Digital,Ambato,Vencida
POL-00403,ASG-00120,Hogar,2024-04-13,2025-04-13,1283.07,42765.23,1328.26,Directo,Riobamba,Vencida
POL-00404,ASG-00189,Vida,2024-05-11,2025-05-11,677.2,12693.77,504.04,Agente,Ibarra,Activa
POL-00405,ASG-00009,Vehículos,2023-12-24,2024-12-23,838.05,10998.55,516.95,Agente,Santo Domingo,Vencida
POL-00406,ASG-00282,Salud,2023-02-16,2024-02-16,400.18,5367.85,189.49,Broker,Santo Domingo,Vencida
POL-00407,ASG-00256,Salud,2024-07-06,2025-07-06,1706.71,22358.25,257.96,Directo,Guayaquil,Activa
POL-00408,ASG-00123,Salud,2024-11-26,2025-11-26,9965.31,146432.48,2700.59,Bancaseguros,Ibarra,Activa
POL-00409,ASG-00155,Vida,2023-08-17,2024-08-16,10962.38,142179.53,1239.06,Broker,Riobamba,Activa
POL-00410,ASG-00358,Generales,2023-07-18,2024-07-17,6021.33,140932.23,6845.66,Digital,Ambato,Cancelada
POL-00411,ASG-00363,Vehículos,2024-11-27,2025-11-27,7199.62,132990.27,2391.57,Agente,Esmeraldas,Activa
POL-00412,ASG-00335,Salud,2023-09-30,2024-09-29,1402.49,18162.49,264.44,Digital,Quito,Activa
POL-00413,ASG-00097,Hogar,2023-09-23,2024-09-22,7727.22,145674.5,828.57,Bancaseguros,Cuenca,Cancelada
POL-00414,ASG-00308,Hogar,2023-10-26,2024-10-25,3920.66,81423.65,2730.36,Broker,Ambato,Cancelada
POL-00415,ASG-00485,Hogar,2023-12-11,2024-12-10,310.01,9698.09,240.45,Agente,Guayaquil,Activa
POL-00416,ASG-00004,Vida,2023-06-07,2024-06-06,10941.57,144810.57,4136.29,Agente,Loja,Activa
POL-00417,ASG-00264,Salud,2024-01-04,2025-01-03,2406.27,99112.21,2251.66,Directo,Cuenca,Vencida
POL-00418,ASG-00295,Vehículos,2024-02-10,2025-02-09,5581.38,139667.81,5182.83,Agente,Machala,Activa
POL-00419,ASG-00471,Vida,2024-09-30,2025-09-30,2909.75,37584.63,1546.33,Agente,Portoviejo,Activa
POL-00420,ASG-00186,Generales,2023-10-27,2024-10-26,795.47,19640.11,690.01,Broker,Machala,Activa
POL-00421,ASG-00103,Vida,2024-08-25,2025-08-25,996.99,17755.41,129.45,Directo,Quito,Vencida
POL-00422,ASG-00096,Salud,2023-09-08,2024-09-07,1973.73,60717.96,1607.21,Agente,Riobamba,Activa
POL-00423,ASG-00014,Salud,2023-12-31,2024-12-30,6511.23,83260.44,1109.39,Digital,Quito,Activa
POL-00424,ASG-00354,Generales,2023-02-06,2024-02-06,6280.21,126816.77,6043.81,Directo,Ibarra,Activa
POL-00425,ASG-00393,Vida,2023-03-15,2024-03-14,2595.7,37778.07,704.53,Bancaseguros,Portoviejo,Activa
POL-00426,ASG-00482,Generales,2023-03-05,2024-03-04,6350.71,120923.42,2552.44,Agente,Ambato,Vencida
POL-00427,ASG-00399,Generales,2024-02-20,2025-02-19,4016.5,68317.54,2700.44,Directo,Esmeraldas,Activa
POL-00428,ASG-00173,Hogar,2024-03-06,2025-03-06,2224.06,47238.46,951.32,Broker,Guayaquil,Activa
POL-00429,ASG-00495,Generales,2024-11-10,2025-11-10,4738.1,82369.87,1471.38,Directo,Riobamba,Activa
POL-00430,ASG-00178,Hogar,2023-02-28,2024-02-28,1133.52,29896.03,262.59,Agente,Loja,Activa
POL-00431,ASG-00450,Salud,2023-06-05,2024-06-04,1758.06,23567.07,812.91,Digital,Machala,Cancelada
POL-00432,ASG-00426,Vehículos,2023-08-29,2024-08-28,2552.96,74063.81,3556.34,Directo,Machala,Vencida
POL-00433,ASG-00389,Vehículos,2024-06-15,2025-06-15,6876.89,92135.73,1034.42,Agente,Ibarra,Activa
POL-00434,ASG-00228,Generales,2024-05-07,2025-05-07,3980.5,89843.92,1957.19,Broker,Loja,Activa
POL-00435,ASG-00218,Generales,2024-11-30,2025-11-30,834.65,27159.34,1179.28,Directo,Quito,Cancelada
POL-00436,ASG-00068,Vida,2023-06-24,2024-06-23,5297.78,114312.04,4017.78,Bancaseguros,Riobamba,Activa
POL-00437,ASG-00259,Vehículos,2024-06-26,2025-06-26,6271.5,99091.86,1712.51,Bancaseguros,Guayaquil,Cancelada
POL-00438,ASG-00092,Generales,2024-12-15,2025-12-15,4561.46,145777.06,4590.92,Directo,Machala,Activa
POL-00439,ASG-00309,Hogar,2024-06-26,2025-06-26,1410.44,20366.66,794.01,Agente,Ambato,Vencida
POL-00440,ASG-00038,Vida,2024-07-14,2025-07-14,979.91,23552.86,744.58,Bancaseguros,Portoviejo,Activa
POL-00441,ASG-00419,Vida,2024-12-23,2025-12-23,3820.96,65007.99,808.78,Directo,Ambato,Cancelada
POL-00442,ASG-00142,Salud,2023-06-12,2024-06-11,7900.57,133323.72,2296.04,Bancaseguros,Loja,Activa
POL-00443,ASG-00450,Hogar,2023-01-12,2024-01-12,3590.17,57669.86,1949.18,Bancaseguros,Quito,Activa
POL-00444,ASG-00094,Hogar,2023-06-22,2024-06-21,4985.66,65300.21,2285.73,Bancaseguros,Guayaquil,Cancelada
POL-00445,ASG-00011,Salud,2023-08-06,2024-08-05,4003.48,104737.84,1027.17,Broker,Quito,Activa
POL-00446,ASG-00154,Vehículos,2024-05-16,2025-05-16,3017.3,84424.36,2782.25,Digital,Portoviejo,Activa
POL-00447,ASG-00199,Salud,2023-07-20,2024-07-19,10453.2,148781.28,3626.59,Agente,Riobamba,Activa
POL-00448,ASG-00319,Generales,2023-07-07,2024-07-06,3533.6,128085.12,1072.92,Digital,Loja,Activa
POL-00449,ASG-00152,Vehículos,2024-12-08,2025-12-08,374.68,14424.61,280.81,Bancaseguros,Quito,Vencida
POL-00450,ASG-00172,Generales,2023-06-14,2024-06-13,6698.78,127649.57,2891.4,Digital,Esmeraldas,Activa
POL-00451,ASG-00318,Hogar,2024-07-12,2025-07-12,2138.49,95828.42,2415.61,Directo,Portoviejo,Activa
POL-00452,ASG-00304,Vehículos,2023-02-05,2024-02-05,8140.09,135631.05,4879.33,Broker,Portoviejo,Activa
POL-00453,ASG-00437,Vehículos,2024-05-26,2025-05-26,2834.98,135035.81,1597.14,Bancaseguros,Loja,Activa
POL-00454,ASG-00130,Vida,2023-11-04,2024-11-03,6712.28,95397.56,2145.47,Digital,Ambato,Cancelada
POL-00455,ASG-00359,Generales,2024-04-23,2025-04-23,5971.2,128304.03,6042.51,Directo,Ambato,Activa
